"last_name","first_name","emp_no","dept_name"
"Solares","Shuho","15840","Sales"
"Ohori","Dipayan","432179","Sales"
"Perez","Shimshon","483289","Sales"
"Piancastelli","Dung","210015","Sales"
"Wossner","Mohan","476905","Sales"
"Tanemo","Guoxiang","465948","Sales"
"Hebert","Rajmohan","215042","Sales"
"Plesums","Zijian","437471","Sales"
"Zaccaria","Giordano","102452","Sales"
"Sifakis","Hideo","246495","Sales"
"Bazzichi","Udo","486431","Sales"
"Usdin","Mong","499899","Sales"
"Gewali","Navin","204713","Sales"
"Ghandeharizadeh","Divine","81644","Sales"
"Byoun","Oguz","205122","Sales"
"Hockney","Alassane","478541","Sales"
"Portugali","Morris","216818","Sales"
"Cheshire","Eric","259132","Sales"
"Rothenberg","Shen","44618","Sales"
"Pellegrinelli","Goetz","73202","Sales"
"Speek","Phillip","475264","Sales"
"Kushner","Luerbio","485271","Sales"
"Cmelik","Jayesh","213079","Sales"
"Shinomoto","Valeri","487056","Sales"
"Kolinko","Ortrud","458277","Sales"
"Bazzichi","Kazuhisa","252924","Sales"
"Cullers","Achilleas","253449","Sales"
"Conry","Goa","202931","Sales"
"Lagarias","Shigeichiro","77783","Sales"
"Lorys","IEEE","14648","Sales"
"Junot","Doowon","31621","Sales"
"Gimbel","Gian","291040","Sales"
"Karlin","Jacopo","436140","Sales"
"Heuser","Kamran","448719","Sales"
"Straney","Chirstian","276962","Sales"
"Potthoff","Valdiodio","44938","Sales"
"Morrin","Miyeon","498460","Sales"
"Wendorf","Aluzio","233388","Sales"
"Werthner","Kristina","437063","Sales"
"Szmurlo","Lidong","487845","Sales"
"Ferriere","Marc","52497","Sales"
"Birge","Chikako","402574","Sales"
"Lenart","Phule","275547","Sales"
"Heijenga","Toshimitsu","47889","Sales"
"Conde","Mahmut","437697","Sales"
"Gargeya","Aleksandar","100109","Sales"
"Raney","Kristof","237735","Sales"
"Rettelbach","Gino","490312","Sales"
"Uhrik","Kokou","493088","Sales"
"Sichman","Fay","40052","Sales"
"Collette","JiYoung","477110","Sales"
"Ranze","Jungsoon","488787","Sales"
"Unni","Almudena","481055","Sales"
"DuCasse","Boalin","207134","Sales"
"Thummel","Yakichi","230170","Sales"
"Morrow","Khaled","72344","Sales"
"Panienski","Danny","449567","Sales"
"Gien","Odysseas","30221","Sales"
"Lundstrom","Vugranam","431228","Sales"
"Back","Margareta","252161","Sales"
"Kandlur","Arno","201403","Sales"
"Frezza","Jacqueline","213043","Sales"
"Talmon","Sachio","240332","Sales"
"Pardalos","Danil","215516","Sales"
"Murrill","Sajjan","68208","Sales"
"Comyn","Odysseas","285059","Sales"
"Ertl","Arunas","286673","Sales"
"Pramanik","Kwok","449258","Sales"
"Leslie","Martijn","69444","Sales"
"Foote","Chinhyun","23604","Sales"
"McClurg","Zsolt","294134","Sales"
"Schiettecatte","Arunachalam","265754","Sales"
"Gronowski","Teruyuki","247614","Sales"
"Luan","Kannan","473777","Sales"
"Birrer","Temple","23529","Sales"
"Conti","Shunichi","265500","Sales"
"Piveteau","Adly","109125","Sales"
"Maquelin","Chinya","444440","Sales"
"Zongker","Stevo","421845","Sales"
"Chaudhury","Panayotis","295272","Sales"
"Foong","Kristinn","97839","Sales"
"Vecchi","Zhiguo","219244","Sales"
"Fontan","Ebbe","457280","Sales"
"Birch","Kyoichi","402352","Sales"
"Ibel","Yakkov","249468","Sales"
"Grospietsch","Eberhardt","108180","Sales"
"Vickson","Nakhoon","223421","Sales"
"Braunmuhl","Mountaz","234182","Sales"
"Hertweck","Petter","67576","Sales"
"Lichtman","Filipp","94493","Sales"
"Schaad","Gretta","440011","Sales"
"Bach","Moti","495700","Sales"
"Baba","Feixiong","60611","Sales"
"Schnabel","Gio","94038","Sales"
"Staylopatis","Mohamadou","92065","Sales"
"Werthner","Yuuichi","441205","Sales"
"Matzel","Fei","109453","Sales"
"Lores","Amstein","443917","Sales"
"Lamma","Shir","476241","Sales"
"Bach","Odysseas","408770","Sales"
"Demian","Hatim","247519","Sales"
"Akaboshi","Masanao","499310","Sales"
"Hartvigsen","Zhiwei","20278","Sales"
"Stafford","Mariangiola","436465","Sales"
"Remmele","Yurii","219480","Sales"
"Slobodova","Gregory","283882","Sales"
"Bondorf","Hatsukazu","480604","Sales"
"Brattka","Sanjeeva","22711","Sales"
"Rissanen","Toshiki","443012","Sales"
"McClurg","Petter","466481","Sales"
"Fargier","Sibyl","207105","Sales"
"Dredge","Nectarios","70670","Sales"
"Choobineh","Karsten","84374","Sales"
"Businaro","Shaunak","257486","Sales"
"Rabejac","Rosalie","217264","Sales"
"Kossowski","Aksel","11747","Sales"
"Koyama","Yuchang","257210","Sales"
"Docker","Dzung","295024","Sales"
"Baer","Pranay","67841","Sales"
"Streng","Yucel","66339","Sales"
"Benveniste","Xiadong","411622","Sales"
"Tanemo","Bartek","38883","Sales"
"Tetzlaff","Isaac","485447","Sales"
"Fendler","Lidong","43568","Sales"
"Fiutem","Vishwani","79742","Sales"
"Hofmeyr","Youjian","402750","Sales"
"Lamba","Nobuyoshi","272433","Sales"
"Nollmann","Juichirou","221000","Sales"
"Bahl","Shahaf","67955","Sales"
"Skogmar","Yinlin","275737","Sales"
"Pearson","Nevio","489880","Sales"
"Norsworthy","Alois","242820","Sales"
"Suermann","Mizuhito","278453","Sales"
"Kohling","Yuchang","84695","Sales"
"Rodier","Sastry","406480","Sales"
"Hiroyama","Sadok","220155","Sales"
"Makrucki","Georgy","12591","Sales"
"Luan","Nahla","462281","Sales"
"Albarhamtoshy","Ghassan","499271","Sales"
"Cyne","Christoper","242369","Sales"
"Steinauer","Radhika","400070","Sales"
"Birrer","Danco","84824","Sales"
"Lung","Badri","253889","Sales"
"Kleiser","JoAnna","416584","Sales"
"Jansen","Mihalis","266954","Sales"
"Barbanera","Kyoichi","13186","Sales"
"Bellone","Adas","434656","Sales"
"Pearson","Kwok","413147","Sales"
"Setia","Xinan","72969","Sales"
"Bhattacharjee","Shen","24530","Sales"
"Klassen","Woody","38186","Sales"
"Kranzdorf","Matt","488956","Sales"
"Atchley","Teunis","471422","Sales"
"Nittel","Geraldo","108075","Sales"
"Spieker","Anestis","464848","Sales"
"Zweizig","Thanasis","464645","Sales"
"Kalefeld","Srinidhi","217878","Sales"
"Poujol","Irene","14787","Sales"
"Fadgyas","Ennio","85794","Sales"
"Lorys","Morrie","63846","Sales"
"Deverell","Zengping","262340","Sales"
"Tyugu","Chaosheng","201151","Sales"
"Rabejac","Eishiro","296057","Sales"
"Domenig","JoAnna","444914","Sales"
"Shimshoni","Weiyi","249582","Sales"
"Talmor","Heeju","102598","Sales"
"Kossowski","Yongqiao","299456","Sales"
"Badache","Moty","429521","Sales"
"Stille","Breannda","449932","Sales"
"DuCasse","Lein","59363","Sales"
"Ladret","Jasminko","37627","Sales"
"Brlek","Lobel","467140","Sales"
"Hebden","Hugh","57454","Sales"
"Merro","Guangming","23565","Sales"
"Swick","Nishit","296151","Sales"
"Gecseg","Kazuhiko","434756","Sales"
"Lortz","Shrikanth","108143","Sales"
"Erol","Nimmagadda","209324","Sales"
"Loncour","Ymte","230562","Sales"
"Eppinger","Reinhold","43862","Sales"
"Baba","Arunachalam","276474","Sales"
"Awdeh","Mark","444304","Sales"
"Bondorf","Mohammed","235152","Sales"
"Menhardt","Honglan","401525","Sales"
"Rajaraman","Gennady","412320","Sales"
"Snedden","Juichirou","208325","Sales"
"Fujisaki","Phule","432848","Sales"
"Keohane","Ymte","477685","Sales"
"Nitta","Sanjai","217013","Sales"
"Serra","Shaz","30724","Sales"
"Luca","KayLiang","51400","Sales"
"Pintelas","Goo","93091","Sales"
"Sullins","Xinyu","238330","Sales"
"Heering","Honglan","216535","Sales"
"Vingron","Randy","438551","Sales"
"Merro","Tayeb","215708","Sales"
"Perng","Marsal","26413","Sales"
"Reinhart","Arco","108852","Sales"
"Potthoff","Bilhanan","51776","Sales"
"Krybus","Kwangjo","466545","Sales"
"Wossner","Idoia","88132","Sales"
"Brlek","Aiichiro","85988","Sales"
"Taneja","Gennadi","31479","Sales"
"Valiente","Baoqiu","225746","Sales"
"Benaini","Shimshon","30658","Sales"
"Cannata","Boaz","261120","Sales"
"Curless","Kwok","432196","Sales"
"Smeets","Giri","487896","Sales"
"Thorensen","Garnet","88754","Sales"
"Skafidas","Randy","286248","Sales"
"Haraldson","Maria","264822","Sales"
"Borstler","Kiyotoshi","60487","Sales"
"Heping","Vitaly","449374","Sales"
"Swick","Kristian","249146","Sales"
"Ghelli","Jamaludin","89763","Sales"
"Erde","Jenwei","18159","Sales"
"Szemeredi","Oksana","227651","Sales"
"Klassen","Fabrizio","295713","Sales"
"Trogemann","Munenori","104710","Sales"
"Karunanithi","Xiping","229801","Sales"
"Impagliazzo","Piyush","48941","Sales"
"Christ","Subhrajyoti","440302","Sales"
"Papadias","Bouchung","85744","Sales"
"Beznosov","Nevio","12100","Sales"
"Miake","Tristan","425531","Sales"
"Gimarc","Alain","400787","Sales"
"Jullig","Seongbae","285657","Sales"
"Highland","Jagoda","60797","Sales"
"Redmiles","Howell","31706","Sales"
"Viele","Rance","234084","Sales"
"Keustermans","Xiahua","456305","Sales"
"Kavraki","Xinyu","273530","Sales"
"Armand","Marlo","442977","Sales"
"Jarecki","Remmert","227947","Sales"
"Bahl","Jiafu","54196","Sales"
"Thambidurai","Basant","402891","Sales"
"Kolvik","Mona","418094","Sales"
"Mawatari","Berry","39199","Sales"
"Kragelund","Akeel","469310","Sales"
"Tsunoo","Hyuncheol","439090","Sales"
"Khasidashvili","Sungwon","448655","Sales"
"Wrigley","Khedija","41403","Sales"
"Kropf","Shrikanth","490235","Sales"
"Atrawala","Miyeon","234977","Sales"
"Bellmore","Kenton","471268","Sales"
"Spelt","Yahiko","36004","Sales"
"Pargas","Tristan","220103","Sales"
"Sundgren","Tokuyasu","15652","Sales"
"Rosca","Kristian","412989","Sales"
"Farrow","Jaana","237912","Sales"
"Plavsic","Satoru","100045","Sales"
"Budinsky","Chenxi","92434","Sales"
"Auria","Isamu","10505","Sales"
"Portugali","Shmuel","458564","Sales"
"Peyn","Iara","88170","Sales"
"Flowers","Adly","83766","Sales"
"Khasidashvili","Akhilish","29879","Sales"
"Cyre","Niranjan","36403","Sales"
"Cesareni","Duri","80693","Sales"
"Vickson","Moss","429509","Sales"
"Ernst","Godehard","442245","Sales"
"Pocchiola","Tadahiko","239067","Sales"
"Schach","Moni","229547","Sales"
"Benaini","Masaki","93871","Sales"
"Bael","Mong","481245","Sales"
"Cools","Ortrud","260582","Sales"
"Valtorta","Ugo","104904","Sales"
"Fiebach","Anneli","237777","Sales"
"Raney","Zhigen","487008","Sales"
"Dechter","Lijie","96118","Sales"
"Otillio","Uno","239216","Sales"
"Wossner","Katsuyuki","433178","Sales"
"Bahl","Nikolaus","91200","Sales"
"Luan","Aimee","480688","Sales"
"Jonsson","Mariangiola","210637","Sales"
"Sabnani","Flemming","220812","Sales"
"Polajnar","Hilary","103990","Sales"
"Leslie","Werner","69790","Sales"
"Esteva","Licheng","65445","Sales"
"Parascandalo","Van","449091","Sales"
"Fujisaki","Thodoros","260725","Sales"
"Luders","Josyula","400362","Sales"
"Solovay","Val","461574","Sales"
"Perin","Menkae","246919","Sales"
"Schwabacher","Arumugam","283422","Sales"
"Sullins","Zissis","70434","Sales"
"Gniady","Yuqun","412655","Sales"
"Deyuan","Tommaso","46424","Sales"
"Chappelet","Zdislav","497598","Sales"
"Iwayama","Marjo","100187","Sales"
"Bail","Tonny","41140","Sales"
"Goldhammer","Atreyi","267826","Sales"
"Apsitis","Olivera","452246","Sales"
"Swiss","Guiseppe","18735","Sales"
"Slutz","Tzvetan","298300","Sales"
"Bardell","Lakshmi","292281","Sales"
"Ruemmler","Junichi","92730","Sales"
"Cunliffe","Kasturi","290357","Sales"
"Angelopoulos","Manu","75305","Sales"
"Heering","Guozhong","261014","Sales"
"Skrikant","Marco","236968","Sales"
"Cesareni","Maha","480464","Sales"
"Spelt","Fen","477016","Sales"
"Kushnir","Bernt","237245","Sales"
"Lanzelotte","Wilmer","474838","Sales"
"Bratsberg","Larisa","290527","Sales"
"Delgrande","Seongbae","219289","Sales"
"Angel","Ugo","23694","Sales"
"Velardi","Pranav","30325","Sales"
"Babb","Bernt","85778","Sales"
"Demri","Elvis","37913","Sales"
"Rosca","Lena","211317","Sales"
"Khalil","Munehiro","435549","Sales"
"Papastamatiou","Heeju","52625","Sales"
"Shigei","Arnd","16714","Sales"
"Pargaonkar","Saeed","248712","Sales"
"Roison","Suvo","486168","Sales"
"DeMori","Ingemar","272772","Sales"
"Schieder","Patricia","430422","Sales"
"Gajiwala","Sreenivas","36123","Sales"
"Kirkerud","Rosli","455624","Sales"
"Oppitz","Oscar","418247","Sales"
"Bennet","Atreyi","253965","Sales"
"Cappello","Zhenbing","56581","Sales"
"Haumacher","Nikolaos","67317","Sales"
"Heinisuo","Goncalo","232199","Sales"
"Kakkad","Gurbir","215303","Sales"
"Vigier","Mona","253063","Sales"
"Impagliazzo","Sachin","31165","Sales"
"Karunanithi","Remco","452234","Sales"
"Schwaller","Kerryn","465800","Sales"
"Flasterstein","Nevio","91452","Sales"
"Danley","Valeri","275020","Sales"
"Macedo","Danil","493970","Sales"
"Ranai","Kayoko","253251","Sales"
"Basart","Jenwei","452847","Sales"
"Iwayama","Elgin","422873","Sales"
"Yeung","Izaskun","95791","Sales"
"Sommen","Jordanka","486561","Sales"
"Lenart","Kristina","80349","Sales"
"Peris","Bernd","419360","Sales"
"Czap","Waiman","220824","Sales"
"Gyorkos","Insup","43906","Sales"
"Foong","Oscar","74154","Sales"
"Kalafatis","Anoosh","209156","Sales"
"Schiper","Takahira","52777","Sales"
"Kalloufi","Genta","281207","Sales"
"Brobst","Shmuel","276506","Sales"
"Erva","Houman","413122","Sales"
"Marzano","Navin","23830","Sales"
"Alameldin","Adel","280684","Sales"
"Birch","Barna","469103","Sales"
"Yurek","Wonhee","49201","Sales"
"Crelier","Cullen","33356","Sales"
"Back","Ebru","280663","Sales"
"Lieblein","Shawna","483715","Sales"
"Suri","Tamiya","265809","Sales"
"Sessa","Heping","274222","Sales"
"Peac","Satoru","222993","Sales"
"Munch","Aran","217915","Sales"
"Steenbeek","Jaideep","64717","Sales"
"Bahk","Alassane","250489","Sales"
"Hinsberger","Takanari","211493","Sales"
"Basawa","Moni","449905","Sales"
"Glinert","Kwangyoen","103467","Sales"
"Schrift","Karlis","408402","Sales"
"Mapelli","Navid","250118","Sales"
"Nyrup","Shigeo","453699","Sales"
"Maksimenko","Jeanne","39417","Sales"
"Mandelberg","Nathan","496964","Sales"
"Cherinka","Yishai","275975","Sales"
"Wroclawski","Sachin","490383","Sales"
"Ramamoorthy","Khun","108313","Sales"
"Sidou","Pranay","437727","Sales"
"Eickenmeyer","Remco","19131","Sales"
"Andreotta","Remzi","224367","Sales"
"Rabehasaina","Paraskevi","238743","Sales"
"Chimia","Herbert","454232","Sales"
"Kaminger","Bader","98789","Sales"
"Rabehasaina","Shawna","258716","Sales"
"Colorni","Wilmer","239474","Sales"
"Panangaden","Fumitaka","84018","Sales"
"Tasistro","Rajmohan","420204","Sales"
"Ranon","Jaana","87227","Sales"
"Usery","Katsuyuki","227729","Sales"
"Langford","Yurij","99482","Sales"
"Pero","Gil","413040","Sales"
"Herbst","Zeljko","296623","Sales"
"Whittlesey","Susumu","43775","Sales"
"Sichman","Kazuhide","234394","Sales"
"Kawashimo","Brendon","264275","Sales"
"Terekhov","Valeska","449876","Sales"
"Dayana","Alejandra","104791","Sales"
"Rodier","Kwangsub","257267","Sales"
"McConalogue","Heejo","76341","Sales"
"Schwabacher","Sushant","283850","Sales"
"Matzel","Hatim","221437","Sales"
"Perez","Kristof","455308","Sales"
"Litzkow","Sreenivas","244107","Sales"
"Siprelle","Paloma","260498","Sales"
"Cardazo","Jianhua","211534","Sales"
"Suri","Uta","400760","Sales"
"Aumann","Lobel","453514","Sales"
"Vecchio","Debatosh","410035","Sales"
"Azadmanesh","Arno","434588","Sales"
"Frolund","Xiaoshan","492614","Sales"
"Schauser","Sibyl","94375","Sales"
"Munck","Jaihie","245774","Sales"
"Rosaz","Krister","270099","Sales"
"Dusink","Khosrow","224600","Sales"
"Ratnakar","Jiang","79271","Sales"
"Itschner","Bernt","66119","Sales"
"Kaminger","Nagui","11429","Sales"
"Foote","Keiichiro","435629","Sales"
"Herbst","Adhemar","266088","Sales"
"Salverda","Werner","99099","Sales"
"Serdy","Shen","270738","Sales"
"Lambe","Chinho","410008","Sales"
"Farris","Subhash","491815","Sales"
"Gniady","Golgen","429656","Sales"
"Mateescu","Fabrizio","403350","Sales"
"Schicker","Leni","206476","Sales"
"Setlzner","Dzung","36880","Sales"
"Garnick","TRUE","33068","Sales"
"Christianini","Heping","249179","Sales"
"Gill","Thodoros","459319","Sales"
"Janetzko","Kauko","488886","Sales"
"Lichtman","Khatoun","278859","Sales"
"Glinert","Charmane","499141","Sales"
"Strooper","Hatem","38865","Sales"
"Khasidashvili","Nakhoon","99489","Sales"
"Bondorf","Steve","262331","Sales"
"Fontet","Eben","264485","Sales"
"Schnabel","Kokou","15790","Sales"
"Thebaut","Jeane","483974","Sales"
"Whitcomb","Alejandro","83636","Sales"
"Fioravanti","Nikolaus","241430","Sales"
"Flowers","Sashi","80291","Sales"
"Burnard","Badri","274839","Sales"
"Anandan","Karoline","201047","Sales"
"Masada","Ulf","213088","Sales"
"Fairtlough","Uwe","91070","Sales"
"Ozery","JiYoung","52775","Sales"
"Pusterhofer","Bokyung","454718","Sales"
"Schmittgen","Yechiam","408444","Sales"
"Bahr","Theron","261333","Sales"
"Irland","Bernd","497470","Sales"
"Harbusch","Marin","428228","Sales"
"Tischendorf","Garnet","204950","Sales"
"Hoppenstand","Becky","480075","Sales"
"Erol","Elvia","76075","Sales"
"Garnick","Aiman","80284","Sales"
"Itzigehl","Evgueni","419466","Sales"
"Qiwen","Mohit","62540","Sales"
"Rodiger","Duangkaew","271105","Sales"
"Shackel","Doowon","225800","Sales"
"Wossner","Rafael","429483","Sales"
"Viele","Shahab","228224","Sales"
"Axelband","Divine","230283","Sales"
"Emiris","Weiyi","210843","Sales"
"Thambidurai","Yolla","69099","Sales"
"Isaac","Waiman","13035","Sales"
"Ladret","Haldun","72322","Sales"
"Lung","Guozhong","446300","Sales"
"Perin","Gay","446223","Sales"
"Krohn","Badri","269579","Sales"
"Swist","Vivian","247714","Sales"
"Beutelspacher","Shiv","415219","Sales"
"Kolvik","Breannda","226732","Sales"
"Esteva","Bangqing","25100","Sales"
"Setiz","Xiaobin","463625","Sales"
"Ciolek","Manton","493799","Sales"
"Weisert","Parto","215330","Sales"
"Servieres","Rosalie","439903","Sales"
"Lores","Barton","76665","Sales"
"Viele","Minghong","272063","Sales"
"Lunt","Gopalakrishnan","28244","Sales"
"Remmers","Claude","497847","Sales"
"Oberman","Reinhold","441454","Sales"
"McFarlan","Bernt","268793","Sales"
"Chelton","Dietrich","93634","Sales"
"Piancastelli","Petter","105420","Sales"
"Rattan","Alper","471561","Sales"
"Leuchs","Froduald","220855","Sales"
"Sommen","Honesty","401003","Sales"
"Peac","Evgueni","291657","Sales"
"Valette","Yunming","93441","Sales"
"Bardell","Bilhanan","62577","Sales"
"Zyda","Snehasis","32558","Sales"
"Murthy","Premal","226326","Sales"
"Zaumen","Jiong","413791","Sales"
"Perry","Kagan","89405","Sales"
"Lanzelotte","Aleksander","213190","Sales"
"Luff","Manu","62840","Sales"
"Vandervoorde","Martine","77097","Sales"
"Miara","Etsuo","253016","Sales"
"Jonsson","Gina","414173","Sales"
"Unni","Zvonko","91998","Sales"
"Fordan","Waiman","89169","Sales"
"Emiris","Zijian","245757","Sales"
"Foong","Francoise","491987","Sales"
"Eiron","Tokuyasu","210226","Sales"
"Griswold","Branimir","223749","Sales"
"Benner","Josyula","202271","Sales"
"Akiyama","Vasilii","250990","Sales"
"Kossowski","Dhritiman","439965","Sales"
"Nittel","Kensyu","476630","Sales"
"Thimonier","Sungwon","295815","Sales"
"Portugali","Ekawit","296246","Sales"
"Roisin","Navid","259543","Sales"
"Perez","Gaetan","449257","Sales"
"Broomell","Huiqun","257764","Sales"
"Perry","Doowon","490399","Sales"
"Staudhammer","Kokou","241842","Sales"
"Parveen","Mart","432382","Sales"
"Merey","Kellie","105186","Sales"
"Schiper","Yinghua","37146","Sales"
